rank,argument,topic
0.598,"The ol' ""let's have more shootouts between the bad guys and good guys"" solution to crime and lots of unsubstantiated claims as usual.",gc
0.6321666667,"If somebody gives me that damned ""That's different, guns are meant for killing but cars are made for traveling"" argument, I'm gonna send them to the demolition durby.",gc
0.6321666667,"First, do you think it is easier for the average american to get health care or get a gun?",gc
0.721,"If you can not justify that ""research"" has violated someones right, then there so justification legal, Constitutional, or ethical to control said researcher.",gc
0.6303333333,"If you look at crime that has been reported to the British police, it appears that crime has risen.",gc
0.6298571428999999,"If the legal and justice system was serious about stopping firearm crimes, then ""strawmen"" men should be put away for a long time.",gc
0.62975,"First 2 round would be a less than lethal rubber bullets, the rest would be 9mm hollowpoints.",gc
0.501,"First of all, everything I mentioned IS correct.",gc
0.6286666667,If a gun shop does it is pretty clear from the back ground check that is required on gun purchases from a FFL.,gc
0.69475,"Well, I don't favor total confiscation.",gc
0.6285714286,But doesn't the legal right to bear arms stem from everyone supposedly being in the militia?,gc
0.6282857143,"If any single amendment in the Bill of Rights were to fall, within a matter of years they would all fall.",gc
0.73,"If a doctor or school teacher with no parking tickets, speeding tickets, and teaches at Sunday school has a gun traced to him in a murder that was sold by him on the street; I'd be willing to bet that was a fluke.",gc
0.6275714286,"But the large, stupid, uncivil man probably also packs a gun, probably even something like an AK7, so any cute little pearl-handled pistol a woman had would be ridiculous.",gc
0.6278333333,"So, Cases recognizes Miller speaks only of the weapon and whether it has useful military application and thus 2nd Amendment protection.",gc
0.57125,"Yes Brady, I agree that gun control has a very racist and shameful past in America.",gc
0.6705,"If the gun isn't used by the military, its use is only protected if that use is ""in preparation for a military career.""",gc
0.63075,"The FFA thing is fascinating and all but ultimately SCOTUS has the final say on the powers granted the Federal Gov't pursuant to the Constitution, not the State legislatures.",gc
0.5666,"My argument and the CDC numbers shot down the initial thread, however, I did not agree doctors were more dangerous than guns.",gc
0.6255,"But it makes no sense to increase the risk multiplier, let someone get murdered, and then argue that the multiplier was not at fault, since the victim was obviously susceptible to murder anyway.",gc
0.6252,So you want security people at the metal detectors and patrolling the perimeter of the school?,gc
0.6246666667,Why should they be allowed to be uneducated just because they don't want a CCW permit?,gc
0.7340000000000001,"So you're ""a member of an unregulated militia""?",gc
0.5435,"But a nuclear and neutron weapons don't do that, nor do many chemical weapons, and bio included.",gc
0.6234285714,"So assuming that these rights are God-given, and you acknowledge that, then Americans, when in a position of power outside of their own country, should consider the rights of the Bill of Rights to apply to the local population too, shouldn't they?",gc
0.5965,"But is there any actual proof that those committing the assaults and the murders, are people who actually have concealed carry permits?",gc
0.6218,"So you dismiss people who sucsessfully defended thier lives with a gun to mold your ""statistics"" into your agenda?",gc
0.6861666667,I have to agree with Pie... the last terrorists we witnessed used box cutters.,gc
0.54075,The Militia Act of 1792 required that a report of private weapons be made to the federal government.,gc
0.6198571429,"First, I propose that we quit making the ridiculous distinction between ""gun violence"" and violence in general.",gc
0.6196,First off judicial opinions are NOT law.,gc
0.5766666667,"But as Obama said during his campaign for president, what works in one state doesn't necessarily work for another state.",gc
0.5538,But it seems to me that Heller (at least in dicta) tried to justify bans on machine guns with the in common use rule they got from Miller.,gc
0.49166666670000003,"First, I'm not an NRA member at all.",gc
0.6172857143,"From what I have seen, I am not convinced the problem is with firearm ownership.",gc
0.6611666667,"So are you saying, then, that it's okay for 12 year olds to wave toy guns about in shops?",gc
0.5770000000000001,First he would have to demonstrate how Anti-federalists felt about the right to bear arms to be able to demonstrate that there was no conflict.,gc
0.6074,So I guess we should go ahead and legalize cocaine now and stop restricting the rights of good citizens.,gc
0.6166,So what are reasons we should own assault weapons?,gc
0.7191666667000001,So you're admitting that you and your guns endanger innocent lives.,gc
0.6779999999999999,"If it's impossible to manufacture a plastic gun that can fire real bullets, why was there a debate about it?",gc
0.6162857143,"The bible is very clear in its warning that ""those who live by the sword (a weapon) will die by the sword"".",gc
0.6558,So do you think that we should change what is written in the constitution to fit with our current society if the majority supports it?,gc
0.575,"But doesnt that bring us back to the idea that your rights are, indeed, defined by govermental law.",gc
0.61575,"So who is more likely to walk away, you or me?",gc
0.6712,"If I do recall correctly, getting a knife is substantially easier then getting a firearm.",gc
0.5986,"If your serious about stopping availibility of guns to criminals, then these people should go into the slammer for a long long long time.",gc
0.6723333333,But they started out as private citizens with access to guns.,gc
0.6144,Now their rights are being violated by knives.,gc
0.6143333333,"That's true, but they're more effective than anything else and have a better chance of working when compared to all of the more politically correct alternatives.",gc
0.584,"First of all, hunting is evolutionary, and we like it so much because it is a survival skill.",gc
0.6638333332999999,So you are saying that a sawed off shotgun is not part of 'the ordinary military equipment' and therefore we have no rights to such 'instruments' however read it again it says the shotgun is no good and he should have a better weapon.,gc
0.6248,But won't the streets run red with blood if people are allowed to defend themselves?,gc
0.6548,"But, your own source which should be edited maintains the comment you included: [QUOTE]""The vast majority of local and state law enforcement officials supported the interim provisions and were happy to comply with the background checks, unconstitutional or not.",gc
0.6118333333,But it does not mean we give them more access to the tool that's primary function is to kill.,gc
0.5545,A gun does not make me anything.,gc
0.5835,"First of all, I would like to say that much of the anger about kids and guns is largely an emotional reaction.",gc
0.6524,But you protest and get all hysterical when someone suggests restricting terrorists from buying guns.,gc
0.6995,But I also think that it was the time for someone American to criticise America; Id wish it was someone with real arguments but maybe the sledgehammer was needed to wake people up first so they go gather information themselves and not only listen.,gc
0.47925,"If they hate guns, then they want to take rights away from guns, not from people.",gc
0.6486,"If you notice someone having a heart attack would you first tell them they should eat better, stop smoking, and exercise?",gc
0.5544,"That's the equivalent of saying that dead people do not live, since a criminal is, by definition, someone who breaks a law.",gc
0.6076666667,But I don't know any woman that can best a man in physical combat.,gc
0.66375,"But as I said earlier, dealing with the fundamental weaknesses of your society is a thorny issue and your reactionary elements are going to jump for a quick fix which is just going to make the problem worse in the long run.",gc
0.46299999999999997,So MM took liberties in editing to make the gun lobby appear to be insensitive to murder and mayhem undertaken with their product.,gc
0.59,-_- I should've known I was dealing with a bible thumper.,gc
0.5193333333,"If you deliberately made the stick pointy, and carried it, you'd be in all kinds of trouble.",gc
0.6465,"First off, there is no ""certain number of guns"" that makes you a gun dealer.",gc
0.645,"If youa re talking about a grammatical analysis, nothing has really changed but the definition of militia, and the fact that the 2 clause construction of the ammendment has gone out of style.",gc
0.5748,"So even if we assume that these hijackings xould have been stopped (optimistic), we still should consider the accidents that could have happened during the same amount of time.",gc
0.302,"first of all, what are assault weapons?",gc
0.57975,But let's think about why the figures shot up shortly after the ban.,gc
0.7234,"A little town just outside the Afgan border, can't remember the name, is known world wide as an arms manufacturing center.",gc
0.6026666667,So you are saying that the ban does not affect criminals.,gc
0.645,"First the gun nuts say they need their weapons because the ""militia"" is the entire citizenry.",gc
0.583,So you want guns so that you can shoot people who have different political views?,gc
0.53625,"If you read the link that Tim provided to guncite.com, you'll see that they show how the previous government enacted those laws to control private militias.",gc
0.6103333333,"But the school has no authority to conduct any sort of investigation beyond the property line, anymore than your neighbor has a say over what lawn ornaments you put out.",gc
0.6,"But, like so many who have come before them, the justices dont want to bind themselves too much, and so they always choose to leave these future predictions vague enough to give them future wiggle room.",gc
0.6,"Yes, but S.E. 5as were vulnerable to that sort of thing due to the position of the fuel tank, their (comparatively) low speed and the fact they were primarily made of fabric.",gc
0.59975,Please see other threads regarding the cost overrun of gun registration in Canada.,gc
0.6755,"But, do they not ban drunk drivers from driving again?",gc
0.6846,"If Kelvin is so opposed to children having toy guns, then he should start his own toy gun-control group.",gc
0.6343333333,Do you think that I give a damn about the advancements made in firearms technology when it comes to somebody trying to argue about how modern guns should be banned?,gc
0.5976666667,"But when a long train of abuses and usurpations, pursuing invariably the same Object evinces a design to reduce them under absolute Despotism, it is their right, it is their duty, to throw off such Government, and to provide new Guards for their future security.""",gc
0.6392,"First blame the NRA for a bombing, then blame them for spying on the Brady Campaign To Promote Mugging and Robbery.",gc
0.597,So to claim that you are master of your own destiny just shows how far out there you are in your beliefs that guns are the answer to problems.,gc
0.55525,"First off, in this country there are very few police armed with guns, and my trust of the police depends on circumstance.",gc
0.5596666667,"If the RKBA refers to a collective right, the question of concealed carrry could be brought up by those who misunderstood the right and thought it was individual.",gc
0.5954285714,"Firstly when compared with the very reliable pure crime stats from NCVS (there is no reason why these numbers would be false - they are simply asking a question to be answered), and secondly when comparing them with other surveys on gun use.",gc
0.59425,"It is more than property rights, it is unalienable rights enumerated in the BOR.",gc
0.6414,"If we don't like how the ATF operates, we don't have the option of just voting the head of the ATF out of office the next year.",gc
0.614,If criminals were using these weapons it would be preferable to guns.,gc
0.5928,But that is where the right ends.,gc
0.6794,"First, for such a law to be accepted it would have to be written in specific, precise language so there's no room for technical violations.",gc
0.6356666667,If we eliminated the requirement for a license then they wouldn't have to get training.,gc
0.374,But Cornells talk of tea parties and God save the Queen cannot hide his desire to have the militia tail wag the individual RKBA dog.,gc
0.5905,"So gun haters if you are going to make a claim, please provide the needed facts to defend that claim.",gc
0.5551666667,"First, your conscience is a result of the society in which you develop.",gc
0.4836666667,Now it is illegal for any new machine-guns to be manufactured for sell to the public since May of 1986.,gc
0.581,"So the reason for the many armed criminals in the USA is, that they wouldnt accept gun-free zones when introduced....?",gc
0.5124,I assure you the good citizen is not going to play fair when they are dealing with terrorist.,gc
0.5595,"First of all, when someone's home is locked, the gun is protected as well as one can expect.",gc
0.54425,"So not to worry, your OK if all decent people are armed.",gc
0.5893333332999999,"First, the idea that you should be required to display a genuine ""need"" for ownership in the first place.",gc
0.5473333333,First Comandment says I can't own a gun?,gc
0.6946,"Other than preparing to fend off the harbingers of the apocalypse I can't think of any reason to buy 60,000 bullets.",gc
0.6335,"""One of the first things Hitler did was disarm the people.""",gc
0.5874,"But guns don't kill, right?",gc
0.5873333332999999,So eighty thefts are stopped but one person accidentally blows someone's head off?,gc
0.562,But there is very little demand even within the criminal community for guns.,gc
0.6622,"If I am reading this correctly, they have not outlawed machine guns, but you can't have any bullets for them or it is assumed that you posess the weapon for agressive purposes.",gc
0.5968,"No, that's 200,000 a year that couldn't be stolen in the first place if the flow of legal weapons was curtailed.",gc
0.5388,This is just to show that crime has not been declining for the last 30 years.,gc
0.5595,"First of all, your idiotic study deserved no attention since you never even provided a source for it.",gc
0.5,do you have a link to the story?,gc
0.6486,If states can restrict rights then why cant states pass racist and sexist laws?,gc
0.5861666667000001,"So gun owners are being discriminated for ""who they are.""",gc
0.6383333333,"If the government forces me to sell them by making them illegal, then I would call that stealing.",gc
0.568,"If you have 4 entrances to a school, and you have security measures in place at these 4 entrances, how exactly are these criminals going to be able to go around them?",gc
0.5842,If it dates to our Constitution that is fine by me.,gc
0.6203333333,So besides adding an enormous cost to flying what good is the added security at the airports?,gc
0.5833333333,"So when an anti-gunners says they are trying to close the loop hole, don't you believe them.",gc
0.507,"If the VPC knows and hasn't reported them, then the VPC has committed a felony.",gc
0.58275,"First refuge of the inarticulate: ""If you don't like it, leave!""",gc
0.5718333333,But they also have quite strict national gun control laws.,gc
0.6443333333,"First of all, when gun owners say ban guns, it means, if you want to ban ANY Gun, you are a gun banner!",gc
0.6636,If you are repeling foreign invaders then you are defending the nation.,gc
0.669,If a criminal or terrorist wishes to place guns or drugs or even a bomb they will simply do it.,gc
0.6411666667,"Now UK allows replica guns in their country without the orange tip, if you ever heard of airsoft then you would know that UK is pretty big into it, now these guns are exact replicas, only difference is they shoot harmless plastic BBs.",gc
0.6776,"So you are saying that because the gun is of value you should just let the burgular take everything else of value, Rape your wife and possibly kill you all because you might get shot?",gc
0.68525,"But one can indeed be arrested without warning for ignoring the ""NO FIREARMS"" sign.",gc
0.5391666667,If the attitude towards guns and crime is 'liberal' (I mean guns are regarded as nothing special) that is maybe a possible way.,gc
0.49200000000000005,"But the 2008 SCOTUS opinion in Heller rejected this test, and the case you are quoting admits this.",gc
0.556,But do you really believe that we need an end to gun control?,gc
0.6246,"So far it has been 100% effective in my case :) Once again, a gun doesn't make you the master of your own destiny.",gc
0.6335,"So in other words, if you choose to get on the aircraft, you agree to follow the regulations that govern the operation of the aircraft.",gc
0.5781428571,"It is psychologically interesting that the title should describe the private store of guns as a ""stash"", with all the baggage of secrecy and illegality that that particular word connotates.",gc
0.5775,But instead of choosing to waste time prosecuting these incidents our Attorney General chose to intervene and put a stop to the amateur hour political propaganda tour.,gc
0.54575,"If the weather is rainy... HOw about ""if the police are not responsible for my saftey I will carry a gun"" Seems logical to me...",gc
0.5766666667,So you admit that I would be safer if you didn't have a gun.,gc
0.5761666667,Are the more restrictive gun law states safer than the less restrictive states?,gc
0.5246666667000001,But what if someone who is legally allowed to carry one happens to be XXXXXX off at our current government and decides to crash the plane into the White House?,gc
0.5756666667,"First you source a guy who thinks it is OK to ""cook data"" then your sourcing another guy who by his own website, if I estimate correctly from his own bio, is about 30 years old and has had nothing but temporary and part time job his whole life.",gc
0.5742,But having a CCW you could indeed neutralize it with only a few dead.,gc
0.5915,so criminals will know where to find guns if they need some in a hurry.,gc
0.574,So you have your methods... Who do you propose will enforce this ban?,gc
0.6074,So the government had a right to launch incindiary devices into a wood structure and hold fire trucks back until all the childeren were toast?,gc
0.62825,So all guns start out legal?,gc
0.5334,"-------- At first glance this statute seems to merely track the now-expired federal AW ban, and I would watch out to see if its supporters are selling it as such.",gc
0.5724,So how will you make guns less available?,gc
0.5723333333,Your way does not adress root cause.,gc
0.6403333333,"SO we are sticking with the now defamed ""collective right theory"" As of yet you have not explained: How the people in the 2nd amendment differ from the people in the other amendments.",gc
0.5720000000000001,kelvin: What you are saying is so true.,gc
0.63075,"So, if you (or anyone else) is game for a case by case examination feel fee to rebut my analysis of Cases v US and then read the next case, (a real doozy), but the genesis of the ""state's right"" theory in the federal courts, US v Tot.",gc
0.46125,"BUt felons do not have full first amendment rights, there are a lot of rights that convicted felons forfeit, and this guy knows it.",gc
0.6228333333,So then you admit that your sole purpose is to violate the civil rights of law abiding citizens?,gc
0.45799999999999996,"If so, would it still be OK, for an American citizen to buy any weapon that they would want from a foreign government/manufacturere, etc?",gc
0.57075,We live in a constitutional democratic-republic with an executive and judicial branch.,gc
0.5878,"First off, there's no debate; right-wingers don't speed anymore than left wingers, and there's no factor (besides drugs and alcohol) that would make a person speed more.",gc
0.6076666667,So you are happy that the unarmed law-abiding citizens were placed in a dangerous situation if there had been a terrorist on that airplane.,gc
0.5379999999999999,"If you want to raise your children to be killers, fine that is your business.",gc
0.5682,"I think the tissue trauma is not minor (unless its an arm or leg wound, and even then).",gc
0.568,"First, I have to say straight out that I'm not a lawyer, so none of this is legal advice, it is my opinion, based on my studying, which is far more limited than an Attorney specializing in Gun would do.",gc
0.64475,The UK has only 1.3 gun homicides per million.,gc
0.618,Again take the rights of criminals all you want.,gc
0.5661666667,"First off, 4 million anti-tank weapons is not much when put against 400 million people, so you have a lot of venerable areas.",gc
0.5661666667,"First, explicitly by the 2nd Amendment and second, simply by the nature of our Constitution and the form of government it establishes.",gc
0.5660000000000001,If you are ashamed of what you are doing then there must be something wrong with it!,gc
0.56575,But just for you Uncle: Police Officer deaths for 2008 Total Line of Duty Deaths: 134 Accidental: 1 Aircraft accident: 3 Assault: 2 Automobile accident: 36 Bomb: 2 Drowned: 1 Duty related illness: 4 Electrocuted: 1 Gunfire: 38 Gunfire (Accidental): 2 Heart attack: 7 Motorcycle accident: 9 Stabbed: 1 Struck by vehicle: 12 Train accident: 1 Vehicle pursuit: 3 Vehicular assault: 11 Police Officer deaths for 2007 Total Line of Duty Deaths: 189 9/11 related illness: 8 Accidental: 4 Aircraft accident: 3 Animal related: 1 Automobile accident: 48 Boating accident: 1 Bomb: 5 Drowned: 3 Duty related illness: 1 Exposure to toxins: 1 Fall: 3 Gunfire: 65 Gunfire (Accidental): 4 Heart attack: 8 Heat exhaustion: 1 Motorcycle accident: 7 Struck by vehicle: 9 Vehicle pursuit: 6 Vehicular assault: 9 Weather/Natural disaster: 2,gc
0.6444,"But the Fourteenth Amendments Due Process Clause, which speaks only to process, cannot imposethe type of substantive restraint on state legislation that the Court asserts.",gc
0.5644,I am concerned about my personal saftey.,gc
0.5643333333,First we need to isolate exactly WHAT the causes of crime are.,gc
0.48325,So then will you go the way on liberty (repeal stoopid laws) or tyranny (enact more unconstitutional laws)?,gc
0.5295,What a total misconstruction of the idea of gun registration as we know it today!,gc
0.48125,"First of all, if you know so much about it, why did you say People die in the hospital every day they must have been killed by some retarded doctor.",gc
0.56325,"If I remember right, the USMC is experimenting with replacing the lead with some composite material, but they still have brass shells.",gc
0.5632,But as I have said I believe your argument is based upon a misunderstanding of constitutional law.,gc
0.5631666667,But we don't know what was going on in Trayvon Martin's mind.,gc
0.563,"First you have a quote that says that ""Virtually every home has a gun"" then you say 33% of homes have guns.",gc
0.6186,So can we reasonably assume that the terrorists could do the same with a bomb?,gc
0.5533333333,"So, if airports are no-gun zones, how on earth are aeroplanes to get them?",gc
0.537,"If the US code provision I cited was enacted after 1934 (and, given what it talks about, I don't think it is necessary for me to verify that), then it trumps your statute by standard rules of statutory construction.",gc
0.5621666667,"If the unemployed alocholic, with multiple misdemeanors, sells a gun and it is later used to commit a crime; a fluke, OK there is some doubt.",gc
0.51575,"Firstly, it is not a violation of your rights to photograph you in a public place.",gc
0.6088,"First, it may make them harder to obtain, but I'm sure most criminals already have them.",gc
0.5611666667,If you mean court houses: a fair trail can not be possible with guns in a courthouse.,gc
0.561,"So, what are you talking about?",gc
0.6041666667,So wouldn't that mean that the D.C. Court violated Supreme Court precedent when they said that the handgun ban in D.C. was unconstitutional?,gc
0.5607142857,"But if the victims had been packing guns, they would have saved themselves, right ?",gc
0.5605,But perhaps the requirement you suggest to exercise the RKBA comes from your interpretation of this particular amendment.,gc
0.6316,if thats what we have to do to keep guns in the hands of americans then so be it.,gc
0.5603333333,"So perhaps in a way, you are correct here but it only goes to prove my point.",gc
0.56,Thinking someone is innocent is not probable cause.,gc
0.5575,But at no point in my life have I ever felt compelled to carry or own a gun.,gc
0.5582,I would consider a national background check that was universal in nature.,gc
0.723,"first off, that is not how case law is established in the US, especially no when it comes to constitutional questions.",gc
0.50375,So yes you will always be open for defeat even if you have a gun.,gc
0.665,"First it was the Jews, then the blacks, mexicans, gays, and now gun owners.",gc
0.648,How will gun laws deal with problems like drug trafficking and turf war killings by minority gang members?,gc
0.5565,But the right to own guns is not an issue about which I feel any passion.,gc
0.6114,So does this mean they have to get tougher on gun control or softer before the results go their way?,gc
0.6046666667,"If other people want their kids to play with them, fine, but mine never will.",gc
0.5555,"First off, I seriously doubt the validity of the study supporting the argument.",gc
0.4288,So I could make my own gun and walk through the streets with it held high.,gc
0.555,In my town a 100 lb woman shot and killed an unarmed attacker at a shopping mall.,gc
0.5546,"First of all, you linked information from the Brady Campaign, which is hardly an objective source.",gc
0.5541666667,Allow me to remind everyone about all of the Federal gun laws passed during the Gun HATING Clinton Administration.,gc
0.5534,"First, 9/11 had nothing to do with gun ownership.",gc
0.4852,The difference is the weak people you are talking about in this case are criminals.,gc
0.36933333329999996,Sorry but not every ban is unconstitutional.,gc
0.61225,"Firstly I reguarly shoot for sport, target not game.",gc
0.45799999999999996,If your lucky your government fades away like the UK.,gc
0.551,So how would you make a study that shows the benefits of gun ownership?,gc
0.6038,If the government could track criminals that would be one thing but they are not.,gc
0.6594,"People like the Neonazis use the First Amendment to form assemblies and marches, preaching their messages of a world free of anyone that isn't white.",gc
0.5415,First of all Canadians have lots of guns.,gc
0.5495,But it looks to me like your parents didn't believe in corporal punishment.,gc
0.5489999999999999,"If you want to know about what crimes are occuring, ask a cop, don't look at a webpage.",gc
0.5489999999999999,"So you slinking insults here is ok, it is not offensive for you to do that?",gc
0.45799999999999996,"Firstly, clearly your definition of 'self defence' is different from mine - more like Archangels, where attack is the best form thereof.",gc
0.433,So they went and joined a commie discussion board where they feel more welcome and can send congrats to each other for being smarter than regular people.,gc
0.5475714286,"Of course, but then why don't you let the cops do their job and protect you as well.",gc
0.5475,"But for all your boasting and anger and hyperbole, you haven't presented a single fact to back up your claims.",gc
0.5474,"If a second, or third, or fourth gets traced back, I'd be pretty certain he is making shady deals.",gc
0.54725,"Yes, that's investigative police work, it's their job to handle paperwork and follow leads.",gc
0.54675,So what is your answer...no gun control...no gun laws what so ever?,gc
0.4783333333,"If you agree with the lawyers, then you agree that imposing an agenda on The People of the United States without them voting on it is acceptable.",gc
0.5464285714,So what if a person with a gun took out the terrorist or airline pilot gone postal with one bullet?,gc
0.5944,"So do nothing, and the terrorists will just go away.",gc
0.546,"Want to try that again, in English this time Doc?",gc
0.653,"But then he doesn't tell us who they are, what class of people, are they criminals, minorities, terrorists?",gc
0.5745,"First, they were not commonly armed even prior to the 1928 Law.",gc
0.5455,You know this way people on the fence on gun control can see that every thing is possible in what if games!,gc
0.545,"You can question whether a militia is in fact needed or not in present day USA, but I think Kerry is catering to leftwing elements here for votes",gc
0.5013,Firstly the Ninth Amendment is superfluous to your argument.,gc
0.516,"Seems you don't support guns anywhere,so I guess there is no argument as far as you go because it takes two too argue.emoticonXIdea",gc
0.5435714286,"First off, I think the freedoms you've concieved are a bit too loose...",gc
0.5605,"Guns are a deterent to crime, I agree.",gc
0.4985,"Firstly, boxcutters killed very few people.",gc
0.5433333333,"So by your logic, Wayne is a ""gun hater"".",gc
0.5235,"yeah thats it) The people who stand up loudly screaming ""the only way you'll ever get my gun is by to pry it from my cold dead fingers..."" News for you.",gc
0.5764,"so banning something that can and has been made in caves, by kids, is the way to get rig of them?",gc
0.54225,Well comparing a Jew to a gun is sort of an unfair comparison.,gc
0.542,"First the government clamped down on private possession of guns; then it forbade people to carry any article that might be used for self-defense; finally, the vigor of that self-defense was to be judged by what, in hindsight, seemed ""reasonable in the circumstances.""",gc
0.65175,"So that means that on a plane of 100 passengers, only about 2 or 3 would have a gun with them.",gc
0.54075,Realease ALL the non-violent drug offenders.,gc
0.511,If the anti-gunners ban buying guns?,gc
0.5404,"But some gun shop owners report as much as a 50 percent jump in ammunition sales.""",gc
0.5403333333,"Firstly, I've said before that 'excercise a right' is not a valid argument against someone who doesn't recognise absolute rights.",gc
0.6185,"If you think that just because you obey the law and own a gun, that does not make you immune to anti-gunners.",gc
0.4992,I can tell you that the most used weapon in the town I work in is a rock.,gc
0.581,"Perhaps you should pay more attention, he said small children, I myself have never encountered a kid that did not know the difference between the two that was old enough to be playing cops and robbers, I think he was refering only to young children.",gc
0.616,"If you want to do a literal reading of the constitution, neither way supports the collective rights theory.",gc
0.51425,So extending your argument from basic Constitutional principles about citizens does not apply to forgein countries.,gc
0.5376666667000001,"First, prove that you're talking about real and known terrorists, not just people who have their names on some list that the public doesn't have access to.",gc
0.502,"But if you have firearm, you can use it for self defense?",gc
0.6085,"If you don't do a background check on a potential renter properly in a way that'll guarantee 100% accuracy and that all paperwork is 100% ship shape, can the feds penalize you?",gc
0.5361666667,They look at the US as an example of what happens when you don't have enough gun-control.,gc
0.6188,"If someone wants to argue that guns are the same as cars, could you please answer the cost/benefit question?",gc
0.57,I'm not arguing that reporting would make recovery easier.,gc
0.5346666667000001,But people like you get in the way of the authorities doing their jobs!,gc
0.5346,"First of all, you are talking about an organisation with no money, no military, and no power besides that which is handed it through a vote of the member nations.",gc
0.5344,But in all actuality this isn't the case you see because you had concentration camps in S.Africa where you kept Dutch settlers.,gc
0.5343333333,"So lets control the most widely used tool that is used to murder people, instead of hands and feet :)",gc
0.6062,"Question whistle britches, how are the cops going to violate the 4th Amendment and perform a search and seizure on a concealed carry weapon?",gc
0.5336,Canada is working to register all the guns in the country as the first step in confiscation.,gc
0.5335,So when you argue people will die anyway it is still better if they all die not defending themselves.,gc
0.48766666670000003,"So the Dutch have twice our 'homicide rate' as measured by the Interpol numbers, but only one-fifth as much actual homicide.",gc
0.5328,"First, the trash legslation that was the AWB is dead.",gc
0.5322,but when a person without a badge uses one........ POOF!,gc
0.5318,But where were these angry people when the Republicans decided to spend hundreds of billions of dollars to fight a war because of WMDs that turned out to be imaginary?,gc
0.5317142857,So the founding fathers and their work is basicy viewed as an authority based on their competence?,gc
0.4544,"So by your logic, wait until someone hijacks a plane and drives it into a building, or at least kills a few people on the plane and lock him up then?",gc
0.5314,First Amendment rights are not criminal.,gc
0.5772,"First, let's answer the contrapositive: what can we do about it if, say, the US Military takes over, and we are armed?",gc
0.4992,But in that case one could argue they would die anyway.,gc
0.531,So we have no Constitutional issue to take away their nuclear weapons.,gc
0.7,"so the best reason to ban ""assault rifles"" is A)",gc
0.5579999999999999,"If I can meet all of their requirements that the government sets for itself, then I sould be allowed to own WMDs.",gc
0.5288,"But things being the way Steve and Sinjin's link says, I guess we need to Get Used to the Fact that wars between people, who will not obey the Bill of Rights, being the way it is at any given time, and governments that do not use article 5 to properly change the Constitution, but instead usurp our rights, is, unfortunately, inevitable.",gc
0.682,"If all you want is a link, type NRA in your browser, there is a link on Yahoo at this minute about NRA and school shootings.",gc
0.5275714286,If an airline allows guns aboard a plane: 1) Then don't get aboard.,gc
0.5275,I do hate the idea of gun control but I think that the government should have a right who owns a gun.,gc
0.4774,"yes, this is a good point, although i think they should not be sold in dark alleys for criminals, just for the military forces and police",gc
0.5731666667,"But it would not hinder Congress in using its best judgement to determine how to organize, arm, and discipline an effective militia.""",gc
0.5871666667000001,So now you have a airplane full of unarmed passengers at the mercy of armed terrorists.,gc
0.5322,If you bred poodles you would cancel over something that was committed by the causes of criminals?,gc
0.56125,"First, right after the weeping victims, Moore puts on Heston's ""I have only five words for you . . . cold dead hands"" statement, making it seem directed at them.",gc
0.4935,"If you notice the study, it is about inside the HOME.",gc
0.5870000000000001,If this guy ends up shooting someone well he will pay the consequences.,gc
0.5238333333,So its basicly an argument against those who wants to ban weapons without changing the constitution?,gc
0.54725,"First of all it is a 3 round burst, in later versions, but was full auto for most of its life.",gc
0.61075,"So in other words, these things violate your constitutional rights, and you would rather die than have your rights violated.",gc
0.4726666667,First Place in the world to give women the vote.,gc
0.5225,It's hard to be faster than a Mexicana.,gc
0.442,You get eliminated from the gene pool for your own stupidity.,gc
0.613,If their products injure people for those reasons then they should be sued.,gc
0.5216,"""But what accounts for the Obama administration's eagerness to let Mexico blame the U.S. for its spiraling violence?",gc
0.5215,"I'll assume this is aimed at me, so a few points: 1) Go back to school, learn how to spell and what the word grammar means.",gc
0.5214285714,This fear is doing more harm to the gun movement than anything else.,gc
0.5214,"If that is true, then AMD4EVER is wrong when he says it is necessary to have guns now in case we need it in the next stone age.",gc
0.5206666667000001,It would appear the matter of Fast and Furious extends deeper than anyone wishes to admit.,gc
0.5202,"If read as I think your point is you must then consider that when this ""who are members of the National Guard.""",gc
0.649,If rights are God-given why would God give them to just Americans?,gc
0.519,"I have little time or patience for people who repeatedly will criticize others for their possible solutions to such problems, but offer none of their own.",gc
0.6154,If there is a law against owning nukes and icbm's please post it.,gc
0.5185714285999999,All you are doing is making sure your buyer isn't a felon.,gc
0.5185,So are you saying I don't want gun registration?,gc
0.5184285714,"If the grandfather lost control of his firearms, then he DID do something illegal.",gc
0.61525,"But Galileo was just trying to get people to watch the video of his hero Dennis Hennagan, because no one actually believes the things they say, nor do they agree that their is a need for more gun control!",gc
0.5662,Yeah but nobody ever sent in a squad of highly trained individuals to turn us into swiss cheese for ignoring the 18th Amendment.,gc
0.49075,"If you were to go to the Scottland yard website you would see that the numbers are lower, that is what they like to report, the number of crimes prosocuted.",gc
0.48666666670000003,There's no excuse for poor manners.,gc
0.5156666667,That would be a nice confession if you could think and write.,gc
0.5924,"So you see there is no way that you can have a Government national guard and call them ""the people"".",gc
0.5155,Is this example all that different (other than the home is a country and the person at risk is the populance in general),gc
0.44225,"First off, I have said many times I dont post statistics because statistics can be swayed by a persons emotions and made to say anything.",gc
0.59125,But isn't it our constitutional right to be able to manufacture nuclear weapons for personal defense?,gc
